Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Target
1.719420569243873,-0.9950373135390239,1.3471592934086047,-0.10509488289706426,2.2380495264531497,0.12016471055292866,0.6300931581315045,0.3411796290033564,0.36580326579785605,-1.4312760442092147,0
1.6283435590402364,-0.5262414514553453,0.11620171909580941,1.3998403056932003,1.9552088376356203,0.6104692983364698,-0.10226574498399026,1.7598129231736774,0.48469450871389164,-1.0586428368304737,0
0.8551822009430982,1.5254542099738313,1.9329566907526607,-2.2843881831024433,-1.5812024214735865,1.583316127079669,0.6966881579538906,-0.17494736099589125,-0.09059255781915632,0.14198387335949006,0
-0.9411047112080946,0.4970888050169083,0.09256355362227849,-1.726259120303366,0.2855174424568635,1.7669850864591563,0.4343624898395662,-1.7480674719137859,-1.9351141917811794,0.17221258135462336,1
2.0712043721192517,-2.098211906333708,-0.41142246965604795,1.2248600720640004,1.119426088724814,-2.787235850487405,0.3732569241351695,-0.19360239600739912,1.895602593747871,-0.8235846889123504,1
-0.2598650607144384,-0.8479688737523022,0.11299243431797523,-0.7121961734945814,0.6124506481819856,-0.11516452379680242,0.40719991580648,0.5481383805825634,-1.1484041362737576,0.15375865868618396,0
2.426639556722441,3.6282051034397886,0.47465364575734525,-1.2889248566139275,-0.6358962850856773,2.569118011045267,-0.5108576756023839,-0.5356871181435664,3.6682676366348916,-2.429687552236552,0
0.877769502571455,1.1122792404701187,-0.5166771070339689,-0.9472584535245908,-1.2217597629708572,0.6751357238237833,-1.631735399777714,0.0317487576237926,0.714144879207677,-0.03496139538504219,0
0.672105316207692,0.3689827304101924,-0.9003169081180842,-0.1431349151073784,0.4495896597367721,0.4353019071686989,-0.06519888434982433,-0.6743458265962993,0.6720178427978702,-0.7229789498185869,0
0.04718098799723891,-0.7620443470355617,0.10567472528083996,-0.7659701260766134,1.6225678789547398,1.193629329143048,-0.005622584426260658,-0.49406428586035417,-1.9263523703627983,-0.19253770342759385,1
-0.4865879843183045,0.24044213403302922,0.39147672077115386,1.2154205431755896,0.7706816573697289,0.6451753967609926,-1.0499106120188058,0.6555673984218366,-0.12327871080072739,-0.20265877370210686,1
0.1605353738599532,-0.1075682269788597,1.8311470752546317,-0.7729429848559336,0.5086381267427573,0.03750162472423357,0.6696844893165048,-0.05282173952757766,0.06100999966719722,-0.5133884745562558,0
-2.193472376086588,0.5482244107026604,-3.619537169968412,-1.8227566676448133,3.2575983789530736,0.9847142637057228,0.8099330151167708,0.29387621185014656,0.07035807762348312,-2.6321047588005757,1
-1.0016788510719008,0.15702437292805815,0.18464585699325556,-0.015770267457428933,1.1887508634164714,-0.3746677783728414,-1.4626339528990246,-1.280415803416591,0.833024959674691,-1.1505449114873263,1
-3.0506206488439758,0.34262352930658607,0.7788107685278894,-3.2973257782811993,3.2863790189792845,1.4624836191303368,-1.4260393293170577,-0.37301165148314186,-1.4855175563663763,-2.239032766120274,1
1.7115058969647294,1.5868321978651232,0.32870639862509166,-2.0661389969920076,-2.1048315923297864,2.4033361025514655,0.9520165453293079,0.716309850566015,-0.8104539320505977,0.8135559661562475,0
-1.4723177172063266,3.8905198921458184,-0.4931232515794686,0.07318107678592489,0.3521784891170644,2.1925038970983732,0.024107168287894772,-1.2486884854285891,3.1154375559769525,-2.4731417143303474,0
0.7366096527173851,-1.5570302701062342,-0.11472151179391586,-1.224814695592615,0.9325040706409198,0.11810829560087999,0.3317219466232881,-0.03358497517999565,-1.9494002539554693,0.32642705323843496,0
0.9825861093639581,-1.0312637331125853,0.7965943027229403,0.6002177264025848,0.17580543300721663,0.42465624156976445,0.9408692382732966,0.7117343679998122,-1.546515022017644,0.9319430045688215,1
-0.6204781435825739,-0.028813680558265043,0.3863169679584866,-1.2793968814499652,0.00313703001730703,2.108551737227331,0.9922521257553025,1.2007077511836866,-3.17061034104816,1.121549407010947,1
